ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates,iso_region_len
53VG,small_airport,The Salmon Farm Airport (Pvt),41.0,,US,US-VA,PAINTER,53VG,,53VG,"-75.8011111, 37.6138889",5
53W,small_airport,Woodruff Lake Airport,940.0,,US,US-MI,WINN,53W,,53W,"-84.97889709472656, 43.554500579833984",5
53WA,small_airport,Columbia Agricultural Airport,535.0,,US,US-WA,PASCO,53WA,,53WA,"-118.98300170898438, 46.29240036010742",5
53XS,small_airport,Kornegay Private Airport,30.0,,US,US-TX,SAN BENITO,53XS,,53XS,"-97.5916976928711, 26.148399353027344",5
54AR,small_airport,Winfield Airpark,390.0,,US,US-AR,ALTUS,54AR,,54AR,"-93.758706, 35.392856",5
54AZ,small_airport,Somerton Airport,177.0,,US,US-AZ,SOMERTON,54AZ,,54AZ,"-114.66600036621094, 32.60089874267578",5
54CL,small_airport,Lake Riverside Estates Airport,3410.0,,US,US-CA,ANZA,54CL,,54CL,"-116.7969970703125, 33.52090072631836",5
54CN,small_airport,Akin Airport,1595.0,,US,US-CA,PLACERVILLE,54CN,,54CN,"-120.89900207519531, 38.75410079956055",5
54GA,small_airport,Deerfield Landing Airport,890.0,,US,US-GA,HAMPTON,54GA,,54GA,"-84.26830291748047, 33.464298248291016",5
54II,small_airport,Caldwell Field,800.0,,US,US-IN,BUNKER HILL,54II,,54II,"-86.1552963256836, 40.6245002746582",5
54IL,small_airport,Rothrock Airport,653.0,,US,US-IL,STREATOR,54IL,,54IL,"-88.802001953125, 41.12860107421875",5
54IS,small_airport,Zea Mays Field,766.0,,US,US-IL,OHIO,54IS,,54IS,"-89.41809844970703, 41.52669906616211",5
54KS,small_airport,Michael Airport,1020.0,,US,US-KS,WELLSVILLE,54KS,,54KS,"-95.11270141601562, 38.802799224853516",5
54KY,small_airport,Turner Field,350.0,,US,US-KY,MURRAY,54KY,,54KY,"-88.24720001220703, 36.73109817504883",5
54M,small_airport,Wolf River Airport,310.0,,US,US-TN,ROSSVILLE,54M,,54M,"-89.58000183105469, 35.05400085449219",5
54ME,small_airport,Cliff Dow Airport,415.0,,US,US-ME,NEW GLOUCESTER,54ME,,54ME,"-70.320278, 43.949444",5
54MI,small_airport,Pingston Aeroworks Airport,880.0,,US,US-MI,BRYON,54MI,,54MI,"-84.08309936523438, 42.810298919677734",5
54MN,small_airport,Sell's Flying Field,980.0,,US,US-MN,MAYER,54MN,,54MN,"-93.885498046875, 44.87910079956055",5
54NC,small_airport,Dillard Airport,15.0,,US,US-NC,WINFALL,54NC,,54NC,"-76.41719818115234, 36.23939895629883",5
54NY,small_airport,Erb Acres Airport,1940.0,,US,US-NY,ANGELICA,54NY,,54NY,"-78.0353012084961, 42.355098724365234",5
54OH,small_airport,Buehler Airport,728.0,,US,US-OH,PAULDING,54OH,,54OH,"-84.6176986694336, 41.1234016418457",5
54OK,small_airport,Ambassador Ultralightport,687.0,,US,US-OK,MOUNDS,54OK,,54OK,"-96.03500366210938, 35.86949920654297",5
54TA,small_airport,George P Shanks Airport,610.0,,US,US-TX,WAXAHACHIE,54TA,,54TA,"-96.87329864501953, 32.29970169067383",5
54TE,small_airport,Camelot Airport,480.0,,US,US-TX,THRALL,54TE,,54TE,"-97.26689910888672, 30.515199661254883",5
54TS,small_airport,J Bar Wc Ranch Airport,1235.0,,US,US-TX,WEATHERFORD,54TS,,54TS,"-99.85179901123047, 32.81119918823242",5
54TX,small_airport,Flying H Ranch Airport,1000.0,,US,US-TX,KINGSLAND,54TX,,54TX,"-98.52529907226562, 30.677400588989258",5
54W,small_airport,Albany Airport,815.0,,US,US-WI,ALBANY,54W,,54W,"-89.4237, 42.7181",5
54WI,small_airport,Flyplassen Airport,1300.0,,US,US-WI,WOODVILLE,54WI,,54WI,"-92.27519989013672, 45.00830078125",5
54X,small_airport,Boyd Field,570.0,,US,US-TX,WACO,54X,,54X,"-97.300986, 31.575192",5
55AK,small_airport,Lawrence Airstrip,200.0,,US,US-AK,WASILLA,55AK,,55AK,"-149.69900512695312, 61.49580001831055",5
55AZ,small_airport,Potters Field,1309.0,,US,US-AZ,STANFIELD,55AZ,,55AZ,"-111.95999908447266, 32.8739013671875",5
55CL,small_airport,Costerisan Farms Airport,346.0,,US,US-CA,BAKERSFIELD,55CL,,55CL,"-119.0459976196289, 35.263301849365234",5
55FD,small_airport,Dotson Airport,251.0,,US,US-FL,BAKER,55FD,,55FD,"-86.68800354003906, 30.818500518798828",5
55G,small_airport,Arnold Field,780.0,,US,US-MI,CROSWELL,55G,,55G,"-82.60659790039062, 43.29779815673828",5
55GE,small_airport,Rostex Airport,887.0,,US,US-GA,TENNGA,55GE,,55GE,"-84.7416000366211, 34.98059844970703",5
55H,small_airport,Atlanta Airport,5500.0,,US,US-ID,ATLANTA,55H,,55H,"-115.13500213623047, 43.813499450683594",5
55IL,small_airport,Brandt Airport,680.0,,US,US-IL,MANTENO,55IL,,55IL,"-87.82230377197266, 41.277801513671875",5
55IN,small_airport,Brenneke Airport,790.0,,US,US-IN,WOODBURN,55IN,,55IN,"-84.86219787597656, 41.14469909667969",5
55IS,small_airport,Glatthaar Airport,765.0,,US,US-IL,GRANDVIEW,55IS,,55IS,"-87.80590057373047, 39.525001525878906",5
55KS,small_airport,Ringneck Ranch Airport,1586.0,,US,US-KS,TIPTON,55KS,,55KS,"-98.45835, 39.300435",5
55LL,small_airport,Sky Soaring Airport,884.0,,US,US-IL,UNION,55LL,,55LL,"-88.5114974975586, 42.15420150756836",5
55ME,small_airport,HIghland View Field,600.0,,US,US-ME,SEARSMONT,55ME,,55ME,"-69.138333, 44.318056",5
55MN,small_airport,Conley Field,1004.0,,US,US-MN,MORA,55MN,,55MN,"-93.33550262451172, 45.835201263427734",5
55MO,small_airport,Tightsqueeze Field,820.0,,US,US-MO,JONESBURG,55MO,,55MO,"-91.26020050048828, 38.87229919433594",5
55ND,small_airport,Pete's Port Airport,2260.0,,US,US-ND,KILLDEER,55ND,,55ND,"-102.71099853515625, 47.35559844970703",5
55NM,small_airport,Burris Ranch Nr 1 Airport,5218.0,,US,US-NM,BELEN,55NM,,55NM,"-106.61299896240234, 34.4833984375",5
55NY,small_airport,Ridgeview Airport,1645.0,,US,US-NY,JAMESTOWN,55NY,,55NY,"-79.31230163574219, 42.082000732421875",5
55OI,small_airport,Aero Flight Center Airport,1140.0,,US,US-OH,EAST PALESTINE,55OI,,55OI,"-80.5353012084961, 40.858699798583984",5
55OK,small_airport,Gilstrap Field,575.0,,US,US-OK,INOLA,55OK,,55OK,"-95.5783004761, 36.2239990234",5
55OR,small_airport,Muddy Creek Airport,253.0,,US,US-OR,CORVALLIS,55OR,,55OR,"-123.30799865722656, 44.43600082397461",5
55PA,small_airport,Sency Airport,1350.0,,US,US-PA,TRESKOW,55PA,,55PA,"-75.94409942626953, 40.895599365234375",5
55S,small_airport,Packwood Airport,1057.0,,US,US-WA,PACKWOOD,55S,,55S,"-121.6780014038086, 46.60419845581055",5
55T,small_airport,Eagles Aerodrome,3475.0,,US,US-TX,CONWAY,55T,,55T,"-101.40899658203125, 35.215301513671875",5
55TX,small_airport,Stonecipher Airport,39.0,,US,US-TX,BEAUMONT,55TX,,55TX,"-94.25630187988281, 30.112199783325195",5
55WA,small_airport,Wilkinson Ranch Airport,1670.0,,US,US-WA,YAKIMA,55WA,,55WA,"-120.76100158691406, 46.528099060058594",5
55WI,small_airport,Cranmoor Airstrip,985.0,,US,US-WI,NEKOOSA,55WI,,55WI,"-89.96869659423828, 44.31800079345703",5
55XS,small_airport,Frontier Airport,1001.0,,US,US-TX,SPOFFORD,55XS,,55XS,"-100.41799926757812, 29.16629981994629",5
56AK,small_airport,Bechtol Field,300.0,,US,US-AK,WASILLA,56AK,,56AK,"-149.6060028076172, 61.57500076293945",5
56AZ,small_airport,Mauldin Airstrip,1193.0,,US,US-AZ,TONOPAH,56AZ,,56AZ,"-113.00199890136719, 33.481998443603516",5
56CL,small_airport,Morris Ag Air SW Airport,263.0,,US,US-CA,BLYTHE,56CL,,56CL,"-114.606003, 33.591999",5
56FD,small_airport,North American Farms Airport,130.0,,US,US-FL,MALONE,56FD,,56FD,"-85.06939697265625, 30.964599609375",5
56FL,small_airport,Buchanan Airport,246.0,,US,US-FL,JAY,56FL,,56FL,"-87.2074966430664, 30.875999450683594",5
56G,small_airport,Indian Creek Ranch Airport,745.0,,US,US-MI,DECKERVILLE,56G,,56G,"-82.64759826660156, 43.577701568603516",5
56IL,small_airport,Lee Creek Airport,965.0,,US,US-IL,CALEDONIA,56IL,,56IL,"-88.875, 42.462501525878906",5
56IN,small_airport,Casad Industrial Park Airport,766.0,,US,US-IN,NEW HAVEN,56IN,,56IN,"-84.94270324707031, 41.079200744628906",5
56IS,small_airport,Schmidt Airport,690.0,,US,US-IL,THOMASBORO,56IS,,56IS,"-88.08280181884766, 40.243099212646484",5
56LA,small_airport,Old Hickory Ranch Airport,180.0,,US,US-LA,KEITHVILLE,56LA,,56LA,"-93.81829833984375, 32.345298767089844",5
56LL,small_airport,Wade Airport,810.0,,US,US-IL,WATERMAN,56LL,,56LL,"-88.77120208740234, 41.755001068115234",5
56MN,small_airport,Lothert's Farm Strip,1015.0,,US,US-MN,MORTON,56MN,,56MN,"-94.9614028930664, 44.64550018310547",5
56MO,small_airport,Mc Clurg Airport,1376.0,,US,US-MO,MONETT,56MO,,56MO,"-93.9241027832, 36.9709014893",5
56NC,small_airport,Wheat Field,960.0,,US,US-NC,TRYON,56NC,,56NC,"-82.03189849853516, 35.20669937133789",5
56NE,small_airport,Noble Field,1967.0,,US,US-NE,RAVENNA,56NE,,56NE,"-98.81199645996094, 41.032798767089844",5
56NY,small_airport,Maynard's Airport,342.0,,US,US-NY,KENDALL,56NY,,56NY,"-78.04969787597656, 43.32529830932617",5
56OH,small_airport,Richey Airport,1195.0,,US,US-OH,PETERSBURG,56OH,,56OH,"-80.55149841308594, 40.90729904174805",5
56OI,small_airport,Double S Farms Airport,898.0,,US,US-OH,KIPTON,56OI,,56OI,"-82.331298828125, 41.20560073852539",5
56OK,small_airport,L D Airport,1080.0,,US,US-OK,MC LOUD,56OK,,56OK,"-97.06700134277344, 35.45840072631836",5
56PA,small_airport,Hoge Farm Airport,430.0,,US,US-PA,TINICUM,56PA,,56PA,"-75.08209991455078, 40.46950149536133",5
56S,small_airport,Seaside Municipal Airport,12.0,,US,US-OR,SEASIDE,56S,,56S,"-123.9049988, 46.01649857",5
56TS,small_airport,Elgin Intracontinental Airport,558.0,,US,US-TX,ELGIN,56TS,,56TS,"-97.35030364990234, 30.33769989013672",5
56TX,small_airport,Anchorage Farm Field,440.0,,US,US-TX,WARRENTON,56TX,,56TX,"-96.7593994140625, 30.0093994140625",5
56WI,small_airport,Jaks Field,1190.0,,US,US-WI,MOSINEE,56WI,,56WI,"-89.59369659423828, 44.773399353027344",5
57AL,small_airport,Baswell Airport,190.0,,US,US-AL,LOXLEY,57AL,,57AL,"-87.72370148, 30.65320015",5
57AZ,small_airport,La Cholla Airpark,2940.0,,US,US-AZ,TUCSON,57AZ,,57AZ,"-111.00299835205078, 32.44670104980469",5
57B,small_airport,Islesboro Airport,92.0,,US,US-ME,ISLESBORO,57B,,57B,"-68.91059875488281, 44.3025016784668",5
57CL,small_airport,Boron Airstrip,2499.0,,US,US-CA,BORON,57CL,,57CL,"-117.60700225830078, 35.00360107421875",5
57CN,small_airport,Van Vleck Airport,175.0,,US,US-CA,RANCHO MURIETA,57CN,,57CN,"-121.07499694824219, 38.46910095214844",5
57D,small_airport,Ray Community Airport,632.0,,US,US-MI,RAY,57D,,57D,"-82.89019775390625, 42.73749923706055",5
57FA,small_airport,Lake X Airport,72.0,,US,US-FL,ST CLOUD,57FA,,57FA,"-81.11920166015625, 28.208599090576172",5
57GA,small_airport,Blue Ridge Skyport Airport,1946.0,,US,US-GA,BLUE RIDGE,57GA,,57GA,"-84.393798828125, 34.86309814453125",5
57II,small_airport,Reimer Aerodrome,930.0,,US,US-IN,JAMESTOWN,57II,,57II,"-86.56749725341797, 39.96419906616211",5
57IS,small_airport,Dozier Airport,420.0,,US,US-IL,FAIRFIELD,57IS,,57IS,"-88.27230072021484, 38.31669998168945",5
57K,small_airport,Gilmore Airport,900.0,,US,US-KS,PLEASANTON,57K,,57K,"-94.74800109863281, 38.12839889526367",5
57KY,small_airport,Belcher Regional Airport,1700.0,,US,US-KY,BELCHER,57KY,,57KY,"-82.32420349121094, 37.36940002441406",5
57ME,small_airport,Dyer's Landing Airport,441.0,,US,US-ME,FRYEBURG,57ME,,57ME,"-70.85440063476562, 43.91780090332031",5
57NC,small_airport,Sossamon Field,1940.0,,US,US-NC,BRYSON CITY,57NC,,57NC,"-83.45819854736328, 35.42649841308594",5
57ND,small_airport,Odegaard Airport,1020.0,,US,US-ND,KINDRED,57ND,,57ND,"-97.05950164794922, 46.608299255371094",5
57NE,small_airport,Cole Memorial Airport,3259.0,,US,US-NE,MERRIMAN,57NE,,57NE,"-101.69400024414062, 42.924198150634766",5
57NM,small_airport,Monte Prieto Ranch Airport,6164.0,,US,US-NM,CLAUNCH,57NM,,57NM,"-106.11900329589844, 34.08869934082031",5
57OH,small_airport,Fillmans Farms Field,820.0,,US,US-OH,PORT WASHINGTON,57OH,,57OH,"-81.49009704589844, 40.33620071411133",5
57OI,small_airport,Logan's Chance Airport,1100.0,,US,US-OH,LAWRENCEVILLE,57OI,,57OI,"-83.85469818115234, 39.996700286865234",5
57PA,small_airport,H&H Personal Use Airport,1680.0,,US,US-PA,TIOGA,57PA,,57PA,"-77.23030090332031, 41.90290069580078",5
57PN,small_airport,Ransome STOLport,360.0,,US,US-PA,SOLEBURY,57PN,,57PN,"-75.01069641113281, 40.39759826660156",5
57TE,small_airport,Prade Ranch Airport,2296.0,,US,US-TX,LEAKEY,57TE,,57TE,"-99.78340148925781, 29.938800811767578",5
57TX,small_airport,Brown Ranch Airport,325.0,,US,US-TX,BEEVILLE,57TX,,57TX,"-97.80439758300781, 28.4419002532959",5
57VA,small_airport,Toga Airport,725.0,,US,US-VA,BUCKINGHAM COURTHOUSE,57VA,,57VA,"-78.67859649658203, 37.45100021362305",5
57WA,small_airport,Kent Farms Airport,1155.0,,US,US-WA,OTHELLO,57WA,,57WA,"-119.12999725341797, 46.87350082397461",5
57XS,small_airport,Hoopes Ranch Airport,800.0,,US,US-TX,WEIR,57XS,,57XS,"-97.56009674072266, 30.6968994140625",5
58AK,small_airport,Fairview East Airport,100.0,,US,US-AK,WASILLA,58AK,,58AK,"-149.33999633789062, 61.5526008605957",5
58AR,small_airport,Price Coffee Airfield,1067.0,,US,US-AR,BENTONVILLE,58AR,,58AR,"-94.175277, 36.405833",5
58AZ,small_airport,Chapman Ranch Airstrip,5115.0,,US,US-AZ,YOUNG,58AZ,,58AZ,"-110.932778, 34.093611",5
58C,small_airport,Jana Airport,842.0,,US,US-WI,EDGERTON,58C,,58C,"-89.07569885253906, 42.872798919677734",5
58CL,small_airport,Borrego Air Ranch Airport,575.0,,US,US-CA,BORREGO SPRINGS,58CL,,58CL,"-116.2760009765625, 33.19169998168945",5
58F,small_airport,Lane Field,700.0,,US,US-TX,SANGER,58F,,58F,"-97.14610290527344, 33.36539840698242",5
58FD,small_airport,Southerly Airport,78.0,,US,US-FL,DUNDEE,58FD,,58FD,"-81.54060363769531, 28.01420021057129",5
58II,small_airport,Henneman Airport,770.0,,US,US-IN,BOGGSTOWN,58II,,58II,"-85.9000015258789, 39.52090072631836",5
58IL,small_airport,Spangler Airport,675.0,,US,US-IL,MANTENO,58IL,,58IL,"-87.8594970703125, 41.238399505615234",5
58IN,small_airport,Hilltop Airport,820.0,,US,US-IN,SPENCERVILLE,58IN,,58IN,"-84.86389923095703, 41.258399963378906",5
58J,small_airport,Huggins Memorial Airport,143.0,,US,US-SC,TIMMONSVILLE,58J,,58J,"-79.92060089111328, 34.137699127197266",5
58KS,small_airport,Burger's Valley Airport,1325.0,,US,US-KS,SALINA,58KS,,58KS,"-97.70860290527344, 38.92219924926758",5
58KY,small_airport,Willow Island Airpark,740.0,,US,US-KY,FINCHVILLE,58KY,,58KY,"-85.33190155029297, 38.12089920043945",5
58LA,small_airport,Sydal Acres Airport,200.0,,US,US-LA,WILSON,58LA,,58LA,"-91.16680145263672, 30.919599533081055",5
58MN,small_airport,Northwest Angle Airport,1071.0,,US,US-MN,WARROAD,58MN,,58MN,"-95.07109832763672, 49.35139846801758",5
58N,small_airport,Reigle Field,489.0,,US,US-PA,PALMYRA,58N,,58N,"-76.57749938964844, 40.287601470947266",5
58NC,small_airport,Fox Haven Plantation STOLport,800.0,,US,US-NC,RUTHERFORDTON,58NC,,58NC,"-82.05509948730469, 35.3468017578125",5
58OH,small_airport,Rattlesnake Island Airport,586.0,,US,US-OH,PUT IN BAY,58OH,,58OH,"-82.84709930419922, 41.67919921875",5
58OR,small_airport,Umpqua Airport,700.0,,US,US-OR,ROSEBURG,58OR,,58OR,"-123.12699890136719, 43.30970001220703",5
58S,small_airport,Whitefish Airport,3066.0,,US,US-MT,WHITEFISH,58S,,58S,"-114.30000305175781, 48.40800094604492",5
58TE,small_airport,Mc Nabb Farm Airport,3315.0,,US,US-TX,ROPESVILLE,58TE,,58TE,"-102.077003479, 33.40650177",5
58TX,small_airport,Tailspin Estates Airport,830.0,,US,US-TX,WEATHERFORD,58TX,,58TX,"-97.93360137939453, 32.65119934082031",5
58VA,small_airport,Walnut Hill Airport,285.0,,US,US-VA,CALVERTON,58VA,,58VA,"-77.64610290527344, 38.59510040283203",5
58WA,small_airport,Dye Seed Ranch Inc. Airport,2500.0,,US,US-WA,POMEROY,58WA,,58WA,"-117.44999694824219, 46.50740051269531",5
58XS,small_airport,Mc Entire's Lazy V Ranch Airport,2360.0,,US,US-TX,STERLING CITY,58XS,,58XS,"-101.055999756, 31.8306999207",5
59AK,small_airport,Penderosa Airport,520.0,,US,US-AK,WASILLA,59AK,,59AK,"-149.3410034, 61.63180161",5
59AS,small_airport,Becker Field,1720.0,,US,US-WA,BATTLE GROUND,59AS,,59AS,"-122.544514, 45.850669",5
59AZ,small_airport,Robin STOLport,4772.0,,US,US-AZ,CHINO VALLEY,59AZ,,59AZ,"-112.44499969482422, 34.74449920654297",5
59B,small_airport,Newton Field,1178.0,,US,US-ME,JACKMAN,59B,,59B,"-70.2488021850586, 45.6328010559082",5
59CA,small_airport,Little Hands STOLport,1008.0,,US,US-CA,SAN RAMON,59CA,,59CA,"-122.02899932861328, 37.80329895019531",5
59CL,small_airport,O'Connell Brothers Airport,-99.0,,US,US-CA,BRAWLEY,59CL,,59CL,"-115.54199981689453, 32.962501525878906",5
59CN,small_airport,James Brothers Airport,25.0,,US,US-CA,PLEASANT GROVE,59CN,,59CN,"-121.52999877929688, 38.83489990234375",5
59CO,small_airport,Comanche Livestock Airport,5230.0,,US,US-CO,STRASBURG,59CO,,59CO,"-104.31700134277344, 39.83330154418945",5
59FD,small_airport,Big Cypress Airfield,20.0,,US,US-FL,IMMOKALEE,59FD,,59FD,"-80.9878005981, 26.3202991486",5
59II,small_airport,Posey Patch Ultralightport,370.0,,US,US-IN,MOUNT VERNON,59II,,59II,"-87.79029846191406, 37.903900146484375",5
59IL,small_airport,Ruder Airport,855.0,,US,US-IL,MAPLE PARK,59IL,,59IL,"-88.64640045166016, 41.92580032348633",5
59IN,small_airport,Stuntz & Hochstetler Pines Airport,739.0,,US,US-IN,WALKERTON,59IN,,59IN,"-86.45079803466797, 41.47370147705078",5
59KY,small_airport,Samuels Springs Airport,690.0,,US,US-KY,DEATSVILLE,59KY,,59KY,"-85.5551986694336, 37.89780044555664",5
59M,small_airport,Torchport Airport,640.0,,US,US-MI,EASTPORT,59M,,59M,"-85.35590362548828, 45.05580139160156",5
59MN,small_airport,Cox-Coyour Meml Air Field,1304.0,,US,US-MN,ROOSEVELT,59MN,,59MN,"-95.1868972778, 48.599399566699994",5
59NC,small_airport,Mclean Brothers Airport,696.0,,US,US-NC,GIBSONVILLE,59NC,,59NC,"-79.5552978515625, 36.0974006652832",5
59NE,small_airport,Nelson Airport,1982.0,,US,US-NE,BOELUS,59NE,,59NE,"-98.62950134277344, 41.08110046386719",5
59NY,small_airport,Bent-Wing Airport,370.0,,US,US-NY,LOCKPORT,59NY,,59NY,"-78.69000244140625, 43.23059844970703",5
59OH,small_airport,Kelch Airport,905.0,,US,US-OH,BETHEL,59OH,,59OH,"-84.0342025756836, 38.97529983520508",5
59PA,small_airport,Erkes Airport,340.0,,US,US-PA,UPPER BLACK EDDY,59PA,,59PA,"-75.08709716796875, 40.537601470947266",5
59PN,small_airport,Brookside Farms Airport,489.0,,US,US-PA,HERSHEY,59PN,,59PN,"-76.68579864501953, 40.31589889526367",5
59TS,small_airport,Rossler Ranch Airport,250.0,,US,US-TX,GEORGE WEST,59TS,,59TS,"-98.1583023071289, 28.14310073852539",5
59TX,small_airport,Benjamin Franklin Airport,990.0,,US,US-TX,GODLEY,59TX,,59TX,"-97.49030303955078, 32.48720169067383",5
59WA,small_airport,Sorrell Airport,250.0,,US,US-WA,TENINO,59WA,,59WA,"-122.93599700927734, 46.850399017333984",5
59WI,small_airport,Little Wheel Field,900.0,,US,US-WI,COTTAGE GROVE,59WI,,59WI,"-89.19259643554688, 43.03390121459961",5
5A2,small_airport,Warner Robins Air Park,409.0,,US,US-GA,WARNER ROBINS,5A2,,5A2,"-83.67489624023438, 32.55929946899414",5
5A5,small_airport,Silver Wings Field,1571.0,,US,US-AR,EUREKA SPRINGS,5A5,,5A5,"-93.695602417, 36.4296989441",5
5A8,medium_airport,Aleknagik / New Airport,66.0,,US,US-AK,ALEKNAGIK,5A8,WKK,5A8,"-158.617996216, 59.2826004028",5
5AK0,small_airport,Trading Bay Production Airport,200.0,,US,US-AK,TRADING BAY,5AK0,,5AK0,"-151.7989959716797, 60.81549835205078",5
5AK2,small_airport,Howards Airport,490.0,,US,US-AK,NORTH POLE,5AK2,,5AK2,"-147.34800720214844, 64.73069763183594",5
5AK3,small_airport,Airway Airport,480.0,,US,US-AK,NORTH POLE,5AK3,,5AK3,"-147.333999634, 64.7732009888",5
5AK5,small_airport,Todds Strip,400.0,,US,US-AK,WASILLA,5AK5,,5AK5,"-149.46200561523438, 61.657100677490234",5
5AK6,small_airport,Colberg Airport,125.0,,US,US-AK,PALMER,5AK6,,5AK6,"-149.26800537109375, 61.55699920654297",5
5AK8,small_airport,Memory Lake Airport,420.0,,US,US-AK,WASILLA,5AK8,,5AK8,"-149.4320068359375, 61.63140106201172",5
5AK9,small_airport,Grandview Subdivision Airport,150.0,,US,US-AK,PALMER,5AK9,,5AK9,"-149.19000244140625, 61.548500061035156",5
5AL1,small_airport,Mc Gowin Field,400.0,,US,US-AL,CHAPMAN,5AL1,,5AL1,"-86.68190002440001, 31.6807003021",5
5AL3,small_airport,Flying X Ranch Airport,466.0,,US,US-AL,MONTEVALLO,5AL3,,5AL3,"-86.85140228271484, 33.15290069580078",5
5AL5,small_airport,Big River Airpark,505.0,,US,US-AL,MUSCLE SHOALS,5AL5,,5AL5,"-87.65280151367188, 34.69110107421875",5
5AL7,small_airport,John H Hataway Airport,300.0,,US,US-AL,KINSTON,5AL7,,5AL7,"-86.166702, 31.25",5
5AL8,small_airport,Fairlane Airport,225.0,,US,US-AL,SAMSON,5AL8,,5AL8,"-85.99310302734375, 31.104999542236328",5
5AR1,small_airport,Tillar Airport,150.0,,US,US-AR,TILLAR,5AR1,,5AR1,"-91.46119689941406, 33.71260070800781",5
5AR2,small_airport,Turrell Flying Service Airport,226.0,,US,US-AR,TURRELL,5AR2,,5AR2,"-90.2063980102539, 35.375",5
5AR7,small_airport,Keller Airfield,249.0,,US,US-AR,WEINER,5AR7,,5AR7,"-90.7936019897461, 35.68669891357422",5
5AZ3,small_airport,Pegasus Airpark,1450.0,,US,US-AZ,QUEEN CREEK,5AZ3,,5AZ3,"-111.61699676513672, 33.212501525878906",5
5AZ6,small_airport,Motown Airport,80.0,,US,US-AZ,MOBILE,5AZ6,,5AZ6,"-112.259444, 32.925",5
5AZ7,small_airport,Carranza Farm Airstrip,1300.0,,US,US-AZ,STANFIELD,5AZ7,,5AZ7,"-111.94999694824219, 32.847198486328125",5
5AZ9,small_airport,Regeneration Airport,2750.0,,US,US-AZ,FORT THOMAS,5AZ9,,5AZ9,"-109.98799896240234, 33.032798767089844",5
5B1,small_airport,John H Boylan State (Island Pond) Airport,1194.0,,US,US-VT,ISLAND POND,5B1,,5B1,"-71.8218002319336, 44.79140090942383",5
5B4,small_airport,Bowbells Municipal Airport,1955.0,,US,US-ND,BOWBELLS,5B4,,5B4,"-102.24500274658203, 48.80970001220703",5
5B6,small_airport,Falmouth Airpark,43.0,,US,US-MA,FALMOUTH,5B6,,5B6,"-70.54039764404297, 41.585601806640625",5
5B7,small_airport,Rensselaer County Airport,440.0,,US,US-NY,TROY,5B7,,5B7,"-73.57959747314453, 42.69089889526367",5
5B9,small_airport,Dean Memorial Airport,582.0,,US,US-NH,HAVERHILL,5B9,,5B9,"-72.00789642, 44.08060074",5
5BK,small_airport,Black Rapids Airport,2125.0,,US,US-AK,BLACK RAPIDS,5BK,,5BK,"-145.86099243164062, 63.535099029541016",5
5CA4,small_airport,Ludlow Airport,1700.0,,US,US-CA,BARSTOW,5CA4,,5CA4,"-116.15399932861328, 34.753299713134766",5
5CA7,small_airport,Agro-West Airport,335.0,,US,US-CA,FIVE POINTS,5CA7,,5CA7,"-120.247001648, 36.336101532",5
5CA8,small_airport,Howard /Private/ Airport,480.0,,US,US-CA,IONE,5CA8,,5CA8,"-120.931999207, 38.25630187989999",5
5CD,small_airport,Chandalar Shelf Airport,3222.0,,US,US-AK,CHANDALAR CAMP,5CD,,5CD,"-149.5800018310547, 68.06539916992188",5
5CL0,small_airport,Grupe Ranch Airport,1625.0,,US,US-CA,MARIPOSA,5CL0,,5CL0,"-119.86199951171875, 37.34049987792969",5
5CL1,small_airport,Hart Ranch Airport,1380.0,,US,US-CA,SANTA MARGARITA,5CL1,,5CL1,"-120.5250015, 35.40470123",5
5CL3,small_airport,Mapes Ranch Airport,34.0,,US,US-CA,MODESTO,5CL3,,5CL3,"-121.1989974975586, 37.667999267578125",5
5CL7,small_airport,Gene Wash Reservoir Airport,860.0,,US,US-CA,PARKER DAM,5CL7,,5CL7,"-114.18699645996094, 34.308101654052734",5
5CL8,small_airport,Creekside Airport,335.0,,US,US-CA,ARVIN,5CL8,,5CL8,"-118.9229965209961, 35.17610168457031",5
5CL9,small_airport,Table Mountain Field,1280.0,,US,US-CA,AUBERRY,5CL9,,5CL9,"-119.508003, 37.1413",5
5CO0,small_airport,Cheyenne Wells Municipal Airport,4184.0,,US,US-CO,CHEYENNE WELLS,5CO0,,5CO0,"-102.30599975585938, 38.81669998168945",5
5CO1,small_airport,Shipman Ranch Airport,6200.0,,US,US-CO,AUSTIN,5CO1,,5CO1,"-107.85900115966797, 38.83330154418945",5
5CO4,small_airport,Spickard Farm Airport,5320.0,,US,US-CO,BYERS,5CO4,,5CO4,"-104.2509994506836, 39.70000076293945",5
5CO6,small_airport,Meyer Ranch Airport,8000.0,,US,US-CO,CONIFER,5CO6,,5CO6,"-105.28399658203125, 39.54999923706055",5
5CO7,small_airport,Mesa View Ranch Airport,6978.0,,US,US-CO,CRAIG,5CO7,,5CO7,"-107.53399658203125, 40.775001525878906",5
5CO8,small_airport,Pleasant Valley Airport,7120.0,,US,US-CO,OAK CREEK,5CO8,,5CO8,"-106.8489990234375, 40.341400146484375",5
5CT0,small_airport,Eastford Airport,600.0,,US,US-CT,EASTFORD,5CT0,,5CT0,"-72.06809997558594, 41.910400390625",5
